ID,实例名,状态,地域,可用区,实例类型,实例规格,CPU(核数),内存(GB),GPU(卡数),操作系统,镜像Id,带宽(Mbps),主IPv4公网IP,主IPv4内网IP,主IPv4RdmaIP,主IPv6地址,系统盘类型,系统盘大小(GiB),VpcId,Vpc名称,子网Id,子网名称,网络类型,创建时间,到期时间,实例计费模式,网络计费模式,所属项目,专用宿主机ID,置放群组ID,高性能计算集群ID,数据盘_0_类型,数据盘_0_大小（GiB）,数据盘_1_类型,数据盘_1_大小（GiB）,数据盘_2_类型,数据盘_2_大小（GiB）,数据盘_3_类型,数据盘_3_大小（GiB）,标签_with-snapshot
ins-gx0l1g0x,TCVMBQ0008,运行中,上海,上海五区,标准型S5,S5.LARGE8,4,8,0,CentOS 7.6 64位,img-12a6lkeh,0Mbps,,10.82.51.13,,,CLOUD_PREMIUM,50,vpc-mjw63i1w,TVPCBQ0001,subnet-d8i2y1cl,TIPSBQ0004,TVPCBQ0001,2024-06-13 17:21:10,,CDC计费,,默认项目,,,,CLOUD_PREMIUM,50,,,,,,,
ins-iz197rih,TCVMBQ0007,运行中,上海,上海五区,标准型S5,S5.MEDIUM8,2,8,0,CentOS 7.6 64位,img-cchp5vnp,0Mbps,,10.82.51.15,,,CLOUD_PREMIUM,50,vpc-mjw63i1w,TVPCBQ0001,subnet-d8i2y1cl,TIPSBQ0004,TVPCBQ0001,2024-06-13 17:21:13,,CDC计费,,默认项目,,,,,,,,,,,,
ins-n66fxoef,TCVMGF0026,运行中,上海,上海五区,标准型S5,S5.MEDIUM4,2,4,0,CentOS 7.6 64位,img-cchp5vnp,0Mbps,,10.82.52.2,,,CLOUD_PREMIUM,50,vpc-f88b4gdi,TVPCGF0002,subnet-qianitn5,TIPSGF0025,TVPCGF0002,2024-06-20 09:36:18,,CDC计费,,默认项目,,,,CLOUD_PREMIUM,100,CLOUD_PREMIUM,50,,,,,
ins-odumm0zr,TCVMGC0027,运行中,上海,上海五区,标准型S5,S5.MEDIUM4,2,4,0,CentOS 7.6 64位,img-rcxh7tl3,0Mbps,,10.82.70.30,,,CLOUD_PREMIUM,50,vpc-51hral6s,TVPCGC0001,subnet-6qy8kcfr,TIPSGC0005,TVPCGC0001,2024-06-21 15:20:28,,CDC计费,,默认项目,,,,,,,,,,,,
ins-p4ptq5nx,TCVMBQ0009,运行中,上海,上海五区,标准型S5,S5.MEDIUM8,2,8,0,Windows Server 2016 数据中心版 64位中文版,img-r56el083,0Mbps,,10.82.51.82,,,CLOUD_PREMIUM,100,vpc-mjw63i1w,TVPCBQ0001,subnet-d8i2y1cl,TIPSBQ0004,TVPCBQ0001,2024-06-24 16:28:13,,CDC计费,,默认项目,,,,CLOUD_PREMIUM,100,,,,,,,
ins-av16bv4z,TCVMGF0027,运行中,上海,上海五区,标准型S5,S5.MEDIUM8,2,8,0,Windows Server 2016 数据中心版 64位中文版,img-fu9kcou9,0Mbps,,10.82.66.2,,,CLOUD_PREMIUM,50,vpc-406c99ym,TVPCGF0001,subnet-0ir07vh3,TIPSGF0024,TVPCGF0001,2024-06-24 18:45:12,,CDC计费,,默认项目,,,,,,,,,,,,
ins-qg1szbqd,TCVMGF0028,运行中,上海,上海五区,标准型S5,S5.LARGE16,4,16,0,CentOS 6.10 64位,img-lgyrwbnx,0Mbps,,10.82.66.8,,,CLOUD_PREMIUM,50,vpc-406c99ym,TVPCGF0001,subnet-0ir07vh3,TIPSGF0024,TVPCGF0001,2024-06-24 18:45:18,,CDC计费,,默认项目,,,,CLOUD_PREMIUM,200,CLOUD_PREMIUM,50,,,,,
ins-pzthtgm9,TCVMGF0032,运行中,上海,上海五区,标准型S5,S5.LARGE8,4,8,0,CentOS 7.6 64位,img-4w6lypin,0Mbps,,10.82.66.42,,,CLOUD_PREMIUM,50,vpc-406c99ym,TVPCGF0001,subnet-0ir07vh3,TIPSGF0024,TVPCGF0001,2024-06-25 13:08:23,,CDC计费,,默认项目,,,,CLOUD_PREMIUM,100,CLOUD_PREMIUM,50,,,,,
ins-rvuh2wmj,TCVMBJ0006,运行中,上海,上海五区,标准型S5,S5.MEDIUM8,2,8,0,CentOS 6.10 64位,img-lgyrwbnx,0Mbps,,10.82.5.6,,,CLOUD_PREMIUM,100,vpc-7f9lf13a,TVPCBJ0001,subnet-gf0m3b6d,TIPSBJ0009,TVPCBJ0001,2024-06-25 17:00:15,,CDC计费,,默认项目,,,,CLOUD_PREMIUM,50,,,,,,,
ins-lpw1sld9,TCVMBJ0005,运行中,上海,上海五区,标准型S5,S5.MEDIUM8,2,8,0,CentOS 6.10 64位,img-lgyrwbnx,0Mbps,,10.82.5.7,,,CLOUD_PREMIUM,100,vpc-7f9lf13a,TVPCBJ0001,subnet-gf0m3b6d,TIPSBJ0009,TVPCBJ0001,2024-06-25 17:00:16,,CDC计费,,默认项目,,,,CLOUD_PREMIUM,50,,,,,,,
ins-kbjjv6az,TCVMBJ0004,运行中,上海,上海五区,标准型S5,S5.LARGE8,4,8,0,CentOS 6.10 64位,img-lgyrwbnx,0Mbps,,10.82.5.11,,,CLOUD_PREMIUM,100,vpc-7f9lf13a,TVPCBJ0001,subnet-gf0m3b6d,TIPSBJ0009,TVPCBJ0001,2024-06-25 17:00:18,,CDC计费,,默认项目,,,,CLOUD_PREMIUM,200,CLOUD_PREMIUM,50,,,,,
ins-eh5f4o83,TCVMBB0017,运行中,上海,上海五区,标准型S5,S5.2XLARGE32,8,32,0,CentOS 7.6 64位,img-0yssjfdb,0Mbps,,10.82.76.52,,,CLOUD_PREMIUM,50,vpc-8z15k19k,TVPCBB0002,subnet-7c81o3bv,TIPSBB0004,TVPCBB0002,2024-06-25 17:07:18,,CDC计费,,默认项目,,,,CLOUD_PREMIUM,50,CLOUD_PREMIUM,50,CLOUD_PREMIUM,50,,,
ins-3majte9x,TCVMBB0018,运行中,上海,上海五区,标准型S5,S5.LARGE16,4,16,0,CentOS 7.6 64位,img-bw8cgm7j,0Mbps,,10.82.76.19,,,CLOUD_PREMIUM,50,vpc-8z15k19k,TVPCBB0002,subnet-7c81o3bv,TIPSBB0004,TVPCBB0002,2024-06-25 17:07:20,,CDC计费,,默认项目,,,,CLOUD_PREMIUM,1400,CLOUD_PREMIUM,300,CLOUD_PREMIUM,1000,,,
ins-2iu68sxz,TCVMBB0019,运行中,上海,上海五区,标准型S5,S5.SMALL2,1,2,0,CentOS 7.6 64位,img-0yssjfdb,0Mbps,,10.82.76.72,,,CLOUD_PREMIUM,50,vpc-8z15k19k,TVPCBB0002,subnet-7c81o3bv,TIPSBB0004,TVPCBB0002,2024-06-25 17:07:22,,CDC计费,,默认项目,,,,CLOUD_PREMIUM,50,,,,,,,
ins-7tqc2g3p,TCVMZY0053,运行中,上海,上海五区,标准型S5,S5.MEDIUM8,2,8,0,CentOS 7.6 64位,img-12a6lkeh,0Mbps,,10.82.87.77,,,CLOUD_PREMIUM,50,vpc-mjk631zi,TVPCZY0001,subnet-lrmdnuid,TIPSZY0014,TVPCZY0001,2024-06-26 16:45:20,,CDC计费,,默认项目,,,,,,,,,,,,
ins-lf0atwy5,TCVMZY0052,运行中,上海,上海五区,标准型S5,S5.MEDIUM8,2,8,0,CentOS 7.6 64位,img-12a6lkeh,0Mbps,,10.82.87.123,,,CLOUD_PREMIUM,50,vpc-mjk631zi,TVPCZY0001,subnet-lrmdnuid,TIPSZY0014,TVPCZY0001,2024-06-26 16:45:20,,CDC计费,,默认项目,,,,,,,,,,,,
ins-1rnu2zhn,TCVMZY0051,运行中,上海,上海五区,标准型S5,S5.LARGE16,4,16,0,CentOS 7.6 64位,img-plhy3r5z,0Mbps,,10.82.87.113,,,CLOUD_PREMIUM,50,vpc-mjk631zi,TVPCZY0001,subnet-lrmdnuid,TIPSZY0014,TVPCZY0001,2024-06-26 16:45:23,,CDC计费,,默认项目,,,,CLOUD_PREMIUM,100,CLOUD_PREMIUM,200,,,,,
ins-eqdcdwmj,TCVMBZ0007,运行中,上海,上海五区,标准型S5,S5.LARGE8,4,8,0,CentOS 7.6 64位 + SG1-pv1.5,img-er257m0b,0Mbps,,10.82.86.14,,,CLOUD_PREMIUM,50,vpc-qtsjhlka,TVPCBZ0001,subnet-at8kznjx,TIPSBZ0005,TVPCBZ0001,2024-06-27 09:25:26,,CDC计费,,默认项目,,,,CLOUD_PREMIUM,500,CLOUD_PREMIUM,300,,,,,
ins-pwkdmizz,TCVMBZ0010,运行中,上海,上海五区,标准型S5,S5.MEDIUM4,2,4,0,CentOS 7.6 64位 + SG1-pv1.5,img-er257m0b,0Mbps,,10.82.86.12,,,CLOUD_PREMIUM,50,vpc-qtsjhlka,TVPCBZ0001,subnet-at8kznjx,TIPSBZ0005,TVPCBZ0001,2024-06-27 10:43:18,,CDC计费,,默认项目,,,,CLOUD_PREMIUM,50,,,,,,,
ins-66kwray5,TCVMBZ0009,运行中,上海,上海五区,标准型S5,S5.MEDIUM8,2,8,0,CentOS 7.6 64位 + SG1-pv1.5,img-er257m0b,0Mbps,,10.82.86.6,,,CLOUD_PREMIUM,50,vpc-qtsjhlka,TVPCBZ0001,subnet-at8kznjx,TIPSBZ0005,TVPCBZ0001,2024-06-27 10:43:19,,CDC计费,,默认项目,,,,CLOUD_PREMIUM,50,,,,,,,
ins-mp4oqsuj,TCVMBZ0008,运行中,上海,上海五区,标准型S5,S5.LARGE16,4,16,0,CentOS 7.6 64位 + SG1-pv1.5,img-er257m0b,0Mbps,,10.82.86.5,,,CLOUD_PREMIUM,50,vpc-qtsjhlka,TVPCBZ0001,subnet-at8kznjx,TIPSBZ0005,TVPCBZ0001,2024-06-27 10:43:21,,CDC计费,,默认项目,,,,CLOUD_PREMIUM,100,CLOUD_PREMIUM,300,,,,,
ins-dbbwmq97,TCVMGF0034,运行中,上海,上海五区,标准型S5,S5.MEDIUM8,2,8,0,CentOS 6.10 64位,img-lgyrwbnx,0Mbps,,10.82.52.18,,,CLOUD_PREMIUM,50,vpc-f88b4gdi,TVPCGF0002,subnet-qianitn5,TIPSGF0025,TVPCGF0002,2024-06-27 16:30:19,,CDC计费,,默认项目,,,,,,,,,,,,
ins-gg7n7zif,TCVMGF0035,运行中,上海,上海五区,标准型S5,S5.MEDIUM8,2,8,0,CentOS 6.10 64位,img-lgyrwbnx,0Mbps,,10.82.52.40,,,CLOUD_PREMIUM,50,vpc-f88b4gdi,TVPCGF0002,subnet-qianitn5,TIPSGF0025,TVPCGF0002,2024-06-27 16:30:20,,CDC计费,,默认项目,,,,,,,,,,,,
ins-l27ncpv1,TCVMBB0021,运行中,上海,上海五区,标准型S5,S5.2XLARGE32,8,32,0,CentOS 7.6 64位,img-bw8cgm7j,0Mbps,,10.82.76.169,,,CLOUD_PREMIUM,100,vpc-8z15k19k,TVPCBB0002,subnet-7c81o3bv,TIPSBB0004,TVPCBB0002,2024-06-28 16:55:16,,CDC计费,,默认项目,,,,CLOUD_PREMIUM,50,,,,,,,
ins-qrx6h8sh,TCVMBB0020,运行中,上海,上海五区,标准型S5,S5.2XLARGE32,8,32,0,CentOS 7.6 64位,img-bw8cgm7j,0Mbps,,10.82.76.58,,,CLOUD_PREMIUM,50,vpc-8z15k19k,TVPCBB0002,subnet-7c81o3bv,TIPSBB0004,TVPCBB0002,2024-06-28 16:55:21,,CDC计费,,默认项目,,,,CLOUD_PREMIUM,200,CLOUD_PREMIUM,1000,,,,,
ins-ryt0vq97,TCVMBJ0007,运行中,上海,上海五区,标准型S5,S5.4XLARGE64,16,64,0,Windows Server 2016 数据中心版 64位中文版,img-r56el083,0Mbps,,10.82.5.192,,,CLOUD_PREMIUM,100,vpc-7f9lf13a,TVPCBJ0001,subnet-gf0m3b6d,TIPSBJ0009,TVPCBJ0001,2024-06-28 17:36:10,,CDC计费,,默认项目,,,,CLOUD_PREMIUM,500,,,,,,,
ins-4jlsbu1t,TCVMEG0010,运行中,上海,上海五区,标准型S5,S5.MEDIUM8,2,8,0,CentOS 6.10 64位,img-lgyrwbnx,0Mbps,,10.82.81.7,,,CLOUD_PREMIUM,50,vpc-l13jg6mi,TVPCEG0001,subnet-6fdox1ej,TIPSEG0008,TVPCEG0001,2024-07-01 15:33:08,,CDC计费,,默认项目,,,,,,,,,,,,
ins-lu336t6p,TCVMEG0008,运行中,上海,上海五区,标准型S5,S5.MEDIUM8,2,8,0,CentOS 6.10 64位,img-lgyrwbnx,0Mbps,,10.82.81.4,,,CLOUD_PREMIUM,50,vpc-l13jg6mi,TVPCEG0001,subnet-6fdox1ej,TIPSEG0008,TVPCEG0001,2024-07-01 15:33:08,,CDC计费,,默认项目,,,,,,,,,,,,
ins-6i2kpv7p,TCVMEG0009,运行中,上海,上海五区,标准型S5,S5.LARGE16,4,16,0,CentOS 6.10 64位,img-lgyrwbnx,0Mbps,,10.82.81.12,,,CLOUD_PREMIUM,50,vpc-l13jg6mi,TVPCEG0001,subnet-6fdox1ej,TIPSEG0008,TVPCEG0001,2024-07-01 15:33:09,,CDC计费,,默认项目,,,,,,,,,,,,
ins-ehgj7k5p,TCVMEG0011,运行中,上海,上海五区,标准型S5,S5.MEDIUM8,2,8,0,CentOS 6.10 64位,img-lgyrwbnx,0Mbps,,10.82.81.3,,,CLOUD_PREMIUM,50,vpc-l13jg6mi,TVPCEG0001,subnet-6fdox1ej,TIPSEG0008,TVPCEG0001,2024-07-01 15:33:09,,CDC计费,,默认项目,,,,CLOUD_PREMIUM,100,,,,,,,
ins-8h7k4sel,TCVMHG0005,运行中,上海,上海五区,标准型S5,S5.MEDIUM8,2,8,0,CentOS 7.6 64位,img-12a6lkeh,0Mbps,,10.82.72.6,,,CLOUD_PREMIUM,50,vpc-j9g5urba,TVPCHG0002,subnet-f6ko8me3,TIPSHG0008,TVPCHG0002,2024-07-09 10:26:18,,CDC计费,,默认项目,,,,,,,,,,,,
ins-dmdov2f5,TCVMHG0004,运行中,上海,上海五区,标准型S5,S5.MEDIUM8,2,8,0,CentOS 7.6 64位,img-plhy3r5z,0Mbps,,10.82.72.13,,,CLOUD_PREMIUM,50,vpc-j9g5urba,TVPCHG0002,subnet-f6ko8me3,TIPSHG0008,TVPCHG0002,2024-07-09 10:26:24,,CDC计费,,默认项目,,,,CLOUD_PREMIUM,50,CLOUD_PREMIUM,200,,,,,
ins-6ufm5qeh,TCVMBQ0010,运行中,上海,上海五区,标准型S5,S5.MEDIUM8,2,8,0,CentOS 7.6 64位,img-cchp5vnp,0Mbps,,10.82.51.77,,,CLOUD_PREMIUM,50,vpc-mjw63i1w,TVPCBQ0001,subnet-d8i2y1cl,TIPSBQ0004,TVPCBQ0001,2024-07-12 10:37:19,,CDC计费,,默认项目,,,,CLOUD_PREMIUM,100,,,,,,,
ins-isaxn4q3,TCVMBQ0011,运行中,上海,上海五区,标准型S5,S5.MEDIUM8,2,8,0,CentOS 7.6 64位,img-cchp5vnp,0Mbps,,10.82.51.175,,,CLOUD_PREMIUM,50,vpc-mjw63i1w,TVPCBQ0001,subnet-d8i2y1cl,TIPSBQ0004,TVPCBQ0001,2024-07-12 10:37:22,,CDC计费,,默认项目,,,,,,,,,,,,
ins-ml7p767b,TCVMHG0013,运行中,上海,上海五区,标准型S5,S5.MEDIUM4,2,4,0,CentOS 7.6 64位,img-12a6lkeh,0Mbps,,10.82.72.3,,,CLOUD_PREMIUM,50,vpc-j9g5urba,TVPCHG0002,subnet-f6ko8me3,TIPSHG0008,TVPCHG0002,2024-07-12 11:51:26,,CDC计费,,默认项目,,,,,,,,,,,,
ins-hl6l08zp,TCVMHG0012,运行中,上海,上海五区,标准型S5,S5.MEDIUM8,2,8,0,CentOS 7.6 64位,img-plhy3r5z,0Mbps,,10.82.72.10,,,CLOUD_PREMIUM,50,vpc-j9g5urba,TVPCHG0002,subnet-f6ko8me3,TIPSHG0008,TVPCHG0002,2024-07-12 11:51:35,,CDC计费,,默认项目,,,,CLOUD_PREMIUM,50,CLOUD_PREMIUM,100,,,,,
ins-c3lgq939,TCVMGF0044,运行中,上海,上海五区,标准型S5,S5.MEDIUM8,2,8,0,CentOS 7.6 64位,img-12a6lkeh,0Mbps,,10.82.6.5,,,CLOUD_PREMIUM,50,vpc-jty6j3k2,TVPCGF0004,subnet-gr3o0i0n,TIPSGF0033,TVPCGF0004,2024-07-16 09:28:46,,CDC计费,,默认项目,,,,,,,,,,,,
ins-jytf9n7r,TCVMGF0039,运行中,上海,上海五区,标准型S5,S5.LARGE16,4,16,0,CentOS 7.6 64位,img-12a6lkeh,0Mbps,,10.82.6.7,,,CLOUD_PREMIUM,50,vpc-jty6j3k2,TVPCGF0004,subnet-gr3o0i0n,TIPSGF0033,TVPCGF0004,2024-07-16 09:28:59,,CDC计费,,默认项目,,,,CLOUD_PREMIUM,200,,,,,,,
ins-hwimkwox,TCVMGF0041,运行中,上海,上海五区,标准型S5,S5.MEDIUM8,2,8,0,CentOS 7.6 64位,img-12a6lkeh,0Mbps,,10.82.6.17,,,CLOUD_PREMIUM,50,vpc-jty6j3k2,TVPCGF0004,subnet-gr3o0i0n,TIPSGF0033,TVPCGF0004,2024-07-16 09:29:01,,CDC计费,,默认项目,,,,CLOUD_PREMIUM,100,,,,,,,
ins-d9rs3t43,TCVMGF0040,运行中,上海,上海五区,标准型S5,S5.LARGE16,4,16,0,CentOS 7.6 64位,img-12a6lkeh,0Mbps,,10.82.6.15,,,CLOUD_PREMIUM,50,vpc-jty6j3k2,TVPCGF0004,subnet-gr3o0i0n,TIPSGF0033,TVPCGF0004,2024-07-16 09:29:04,,CDC计费,,默认项目,,,,CLOUD_PREMIUM,100,,,,,,,
ins-jv2eke0x,TCVMGF0043,运行中,上海,上海五区,标准型S5,S5.MEDIUM8,2,8,0,CentOS 7.6 64位,img-12a6lkeh,0Mbps,,10.82.6.36,,,CLOUD_PREMIUM,50,vpc-jty6j3k2,TVPCGF0004,subnet-gr3o0i0n,TIPSGF0033,TVPCGF0004,2024-07-16 09:29:06,,CDC计费,,默认项目,,,,,,,,,,,,
ins-6qbgeup1,TCVMGF0042,运行中,上海,上海五区,标准型S5,S5.MEDIUM8,2,8,0,CentOS 7.6 64位,img-12a6lkeh,0Mbps,,10.82.6.9,,,CLOUD_PREMIUM,50,vpc-jty6j3k2,TVPCGF0004,subnet-gr3o0i0n,TIPSGF0033,TVPCGF0004,2024-07-16 09:29:06,,CDC计费,,默认项目,,,,CLOUD_PREMIUM,100,,,,,,,
ins-hw90n78n,TCVMBQ0015,运行中,上海,上海五区,标准型S5,S5.2XLARGE16,8,16,0,CentOS 7.6 64位,img-12a6lkeh,0Mbps,,10.82.51.55,,,CLOUD_PREMIUM,50,vpc-mjw63i1w,TVPCBQ0001,subnet-d8i2y1cl,TIPSBQ0004,TVPCBQ0001,2024-07-16 12:40:49,,CDC计费,,默认项目,,,,CLOUD_PREMIUM,100,,,,,,,
ins-1nxvp7t9,TCVMBQ0014,运行中,上海,上海五区,标准型S5,S5.2XLARGE16,8,16,0,CentOS 7.6 64位,img-12a6lkeh,0Mbps,,10.82.51.75,,,CLOUD_PREMIUM,50,vpc-mjw63i1w,TVPCBQ0001,subnet-d8i2y1cl,TIPSBQ0004,TVPCBQ0001,2024-07-16 12:40:53,,CDC计费,,默认项目,,,,CLOUD_PREMIUM,100,,,,,,,
ins-o1rzculr,TCVMBQ0017,运行中,上海,上海五区,标准型S5,S5.LARGE16,4,16,0,CentOS 7.6 64位,img-12a6lkeh,0Mbps,,10.82.51.155,,,CLOUD_PREMIUM,50,vpc-mjw63i1w,TVPCBQ0001,subnet-d8i2y1cl,TIPSBQ0004,TVPCBQ0001,2024-07-16 12:40:53,,CDC计费,,默认项目,,,,CLOUD_PREMIUM,50,,,,,,,
ins-r4geborz,TCVMBQ0013,运行中,上海,上海五区,标准型S5,S5.2XLARGE16,8,16,0,CentOS 7.6 64位,img-12a6lkeh,0Mbps,,10.82.51.22,,,CLOUD_PREMIUM,50,vpc-mjw63i1w,TVPCBQ0001,subnet-d8i2y1cl,TIPSBQ0004,TVPCBQ0001,2024-07-16 12:40:56,,CDC计费,,默认项目,,,,CLOUD_PREMIUM,200,,,,,,,
ins-6twpo8x1,TCVMBQ0016,运行中,上海,上海五区,标准型S5,S5.LARGE16,4,16,0,CentOS 7.6 64位,img-12a6lkeh,0Mbps,,10.82.51.164,,,CLOUD_PREMIUM,50,vpc-mjw63i1w,TVPCBQ0001,subnet-d8i2y1cl,TIPSBQ0004,TVPCBQ0001,2024-07-16 12:40:56,,CDC计费,,默认项目,,,,CLOUD_PREMIUM,100,,,,,,,
ins-mlr4kr6v,TCVMBQ0012,运行中,上海,上海五区,标准型S5,S5.LARGE8,4,8,0,CentOS 7.6 64位,img-12a6lkeh,0Mbps,,10.82.51.131,,,CLOUD_PREMIUM,50,vpc-mjw63i1w,TVPCBQ0001,subnet-d8i2y1cl,TIPSBQ0004,TVPCBQ0001,2024-07-16 12:40:57,,CDC计费,,默认项目,,,,CLOUD_PREMIUM,50,,,,,,,
ins-azx6m6uf,TCVMHG0015,运行中,上海,上海五区,标准型S5,S5.MEDIUM8,2,8,0,CentOS 7.6 64位,img-12a6lkeh,0Mbps,,10.82.72.14,,,CLOUD_PREMIUM,50,vpc-j9g5urba,TVPCHG0002,subnet-f6ko8me3,TIPSHG0008,TVPCHG0002,2024-07-16 15:38:24,,CDC计费,,默认项目,,,,CLOUD_PREMIUM,50,,,,,,,
ins-ifyfma9b,TCVMHG0014,运行中,上海,上海五区,标准型S5,S5.MEDIUM8,2,8,0,CentOS 7.6 64位,img-12a6lkeh,0Mbps,,10.82.72.4,,,CLOUD_PREMIUM,50,vpc-j9g5urba,TVPCHG0002,subnet-f6ko8me3,TIPSHG0008,TVPCHG0002,2024-07-16 15:38:25,,CDC计费,,默认项目,,,,CLOUD_PREMIUM,50,,,,,,,
ins-iyqtph7x,TCVMBQ0018,运行中,上海,上海五区,标准型S5,S5.LARGE8,4,8,0,Windows Server 2016 数据中心版 64位中文版,img-r56el083,0Mbps,,10.82.51.140,,,CLOUD_PREMIUM,50,vpc-mjw63i1w,TVPCBQ0001,subnet-d8i2y1cl,TIPSBQ0004,TVPCBQ0001,2024-07-16 16:03:11,,CDC计费,,默认项目,,,,CLOUD_PREMIUM,100,,,,,,,
ins-6q920741,TCVMBQ0019,运行中,上海,上海五区,标准型S5,S5.LARGE8,4,8,0,CentOS 7.6 64位,img-12a6lkeh,0Mbps,,10.82.51.29,,,CLOUD_PREMIUM,50,vpc-mjw63i1w,TVPCBQ0001,subnet-d8i2y1cl,TIPSBQ0004,TVPCBQ0001,2024-07-18 16:13:21,,CDC计费,,默认项目,,,,CLOUD_PREMIUM,50,,,,,,,
ins-2o72krl9,TCVMBQ0020,运行中,上海,上海五区,标准型S5,S5.LARGE8,4,8,0,CentOS 7.6 64位,img-12a6lkeh,0Mbps,,10.82.51.184,,,CLOUD_PREMIUM,50,vpc-mjw63i1w,TVPCBQ0001,subnet-d8i2y1cl,TIPSBQ0004,TVPCBQ0001,2024-07-18 16:13:25,,CDC计费,,默认项目,,,,CLOUD_PREMIUM,50,,,,,,,
ins-jakyz8ap,TCVMBQ0021,运行中,上海,上海五区,标准型S5,S5.MEDIUM8,2,8,0,CentOS 7.6 64位,img-cchp5vnp,0Mbps,,10.82.51.97,,,CLOUD_PREMIUM,50,vpc-mjw63i1w,TVPCBQ0001,subnet-d8i2y1cl,TIPSBQ0004,TVPCBQ0001,2024-07-18 16:13:25,,CDC计费,,默认项目,,,,,,,,,,,,
ins-7pswm6lj,TCVMHG0017,运行中,上海,上海五区,标准型S5,S5.MEDIUM8,2,8,0,CentOS 7.6 64位,img-12a6lkeh,0Mbps,,10.82.72.8,,,CLOUD_PREMIUM,50,vpc-j9g5urba,TVPCHG0002,subnet-f6ko8me3,TIPSHG0008,TVPCHG0002,2024-07-22 16:30:24,,CDC计费,,默认项目,,,,CLOUD_PREMIUM,50,,,,,,,
ins-0gb2vy1t,TCVMHG0016,运行中,上海,上海五区,标准型S5,S5.MEDIUM4,2,4,0,CentOS 7.6 64位,img-12a6lkeh,0Mbps,,10.82.72.19,,,CLOUD_PREMIUM,50,vpc-j9g5urba,TVPCHG0002,subnet-f6ko8me3,TIPSHG0008,TVPCHG0002,2024-07-22 16:30:27,,CDC计费,,默认项目,,,,CLOUD_PREMIUM,50,,,,,,,
ins-glgvl8nf,TCVMGF0053,运行中,上海,上海五区,标准型S5,S5.LARGE16,4,16,0,Windows Server 2016 数据中心版 64位中文版,img-r56el083,0Mbps,,10.82.66.27,,,CLOUD_PREMIUM,50,vpc-406c99ym,TVPCGF0001,subnet-0ir07vh3,TIPSGF0024,TVPCGF0001,2024-07-26 11:31:28,,CDC计费,,默认项目,,,,CLOUD_PREMIUM,50,,,,,,,
ins-mulr52gb,TCVMGF0052,运行中,上海,上海五区,标准型S5,S5.LARGE16,4,16,0,CentOS 6.10 64位,img-lgyrwbnx,0Mbps,,10.82.66.41,,,CLOUD_PREMIUM,50,vpc-406c99ym,TVPCGF0001,subnet-0ir07vh3,TIPSGF0024,TVPCGF0001,2024-07-26 11:31:33,,CDC计费,,默认项目,,,,CLOUD_PREMIUM,100,,,,,,,
ins-bbijxjyd,TCVMZY0039,运行中,上海,上海五区,标准型S5,S5.LARGE16,4,16,0,CentOS 7.6 64位,img-plhy3r5z,0Mbps,,10.82.87.125,,,CLOUD_PREMIUM,50,vpc-mjk631zi,TVPCZY0001,subnet-lrmdnuid,TIPSZY0014,TVPCZY0001,2024-08-08 10:04:34,,CDC计费,,默认项目,,,,CLOUD_PREMIUM,100,,,,,,,
ins-7wo9o09b,TCVMBQ0024,运行中,上海,上海五区,标准型S5,S5.LARGE8,4,8,0,CentOS 7.6 64位,img-12a6lkeh,0Mbps,,10.82.51.95,,,CLOUD_PREMIUM,50,vpc-mjw63i1w,TVPCBQ0001,subnet-d8i2y1cl,TIPSBQ0004,TVPCBQ0001,2024-08-08 12:38:56,,CDC计费,,默认项目,,,,CLOUD_PREMIUM,200,,,,,,,
ins-2ityf22x,TCVMBQ0025,运行中,上海,上海五区,标准型S5,S5.LARGE8,4,8,0,CentOS 7.6 64位,img-cchp5vnp,0Mbps,,10.82.51.147,,,CLOUD_PREMIUM,50,vpc-mjw63i1w,TVPCBQ0001,subnet-d8i2y1cl,TIPSBQ0004,TVPCBQ0001,2024-08-08 12:38:58,,CDC计费,,默认项目,,,,CLOUD_PREMIUM,100,,,,,,,
ins-qbtrdebp,TCVMBQ0023,运行中,上海,上海五区,标准型S5,S5.MEDIUM8,2,8,0,CentOS 7.6 64位,img-cchp5vnp,0Mbps,,10.82.51.111,,,CLOUD_PREMIUM,50,vpc-mjw63i1w,TVPCBQ0001,subnet-d8i2y1cl,TIPSBQ0004,TVPCBQ0001,2024-08-08 12:39:00,,CDC计费,,默认项目,,,,,,,,,,,,
ins-ntnla9c5,TCVMBQ0022,运行中,上海,上海五区,标准型S5,S5.LARGE8,4,8,0,Windows Server 2016 数据中心版 64位中文版,img-r56el083,0Mbps,,10.82.51.134,,,CLOUD_PREMIUM,50,vpc-mjw63i1w,TVPCBQ0001,subnet-d8i2y1cl,TIPSBQ0004,TVPCBQ0001,2024-08-08 12:39:00,,CDC计费,,默认项目,,,,CLOUD_PREMIUM,50,,,,,,,
ins-n4ncv1t9,TCVMBE0074,运行中,上海,上海五区,标准型S5,S5.MEDIUM8,2,8,0,CentOS 7.6 64位,img-12a6lkeh,0Mbps,,10.82.83.13,,,CLOUD_PREMIUM,50,vpc-8r4n4vpe,TVPCBE0002,subnet-hfau9lof,TIPSBE0030,TVPCBE0002,2024-08-08 14:09:19,,CDC计费,,默认项目,,,,,,,,,,,,
